#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520525768366781746,-0.0991285420,-0.0021124761,0.5392971628,0.8779121801,0.4512381069,0.0555574515,-0.1502256451
1520525768375115746,-0.0990433573,-0.0019163462,0.5395234869,0.8780185966,0.4516551640,0.0545821289,-0.1487001952
1520525768383448746,-0.0988457527,-0.0019997013,0.5398239921,0.8784693255,0.4515134679,0.0535955416,-0.1468153614
1520525768391782746,-0.0987747923,-0.0018948753,0.5400422710,0.8786495868,0.4517646033,0.0526502276,-0.1452983151
1520525768400115746,-0.0987059959,-0.0017717543,0.5402812659,0.8787864054,0.4521079954,0.0518153643,-0.1436940578
1520525768408448746,-0.0986841227,-0.0016904012,0.5405323105,0.8789096620,0.4524095935,0.0509578169,-0.1422907817
1520525768416782746,-0.0986415118,-0.0015798493,0.5407536572,0.8789156849,0.4529334715,0.0500894474,-0.1408883830
1520525768425115746,-0.0984722563,-0.0015171990,0.5409985514,0.8789590250,0.4534647397,0.0487306327,-0.1393775005
1520525768433448746,-0.0984244902,-0.0013770256,0.5412325407,0.8789179805,0.4540960048,0.0479380390,-0.1378475474
1520525768441781746,-0.0983793462,-0.0012804634,0.5414536817,0.8789631977,0.4546177994,0.0470989927,-0.1361177373
1520525768450115746,-0.0983635243,-0.0011236739,0.5416570104,0.8789342169,0.4552300164,0.0463959114,-0.1344904977
1520525768458448746,-0.0983438553,-0.0010332221,0.5418884100,0.8789427838,0.4557228036,0.0455974308,-0.1330307609
1520525768466781746,-0.0983544965,-0.0007669503,0.5421391446,0.8787502715,0.4565780608,0.0448692672,-0.1316099680
1520525768475115746,-0.0983699596,-0.0005517837,0.5423903926,0.8784859532,0.4574999606,0.0441753998,-0.1304022627
1520525768483448746,-0.0983742284,-0.0004016027,0.5425345413,0.8782634423,0.4584103689,0.0434314197,-0.1289456139
1520525768491781746,-0.0983657600,-0.0001720655,0.5426950519,0.8780017162,0.4593819077,0.0425666629,-0.1275512774
1520525768500115746,-0.0983708879,0.0001185426,0.5428823085,0.8776064386,0.4604633083,0.0416047012,-0.1266867374
1520525768508448746,-0.0983680516,0.0003527163,0.5430415630,0.8773635445,0.4613689780,0.0408394680,-0.1253156604
1520525768516782746,-0.0983537623,0.0004687796,0.5431609163,0.8771464933,0.4622236358,0.0401230610,-0.1239091590
1520525768525115746,-0.0983724067,0.0009190830,0.5432215425,0.8764186189,0.4640945040,0.0399926297,-0.1220953944
1520525768533448746,-0.0983698817,0.0011554920,0.5433710396,0.8760142194,0.4652604457,0.0394043703,-0.1207439469
1520525768541782746,-0.0983250797,0.0013024838,0.5436107524,0.8758314638,0.4660456259,0.0388355486,-0.1192162813
1520525768550115746,-0.0982215687,0.0014201701,0.5437962209,0.8756702369,0.4667217165,0.0369956224,-0.1183376502
1520525768558448746,-0.0983268482,0.0014053964,0.5439493971,0.8758006921,0.4668218025,0.0361725043,-0.1172267140
1520525768566781746,-0.0982107783,0.0015889209,0.5439515560,0.8755177823,0.4677862936,0.0351727566,-0.1157906455
1520525768575115746,-0.0979195842,0.0020547907,0.5440238162,0.8746746001,0.4698396631,0.0343348642,-0.1140883522
1520525768583448746,-0.0978317280,0.0019508602,0.5442830826,0.8749529619,0.4696547858,0.0325711258,-0.1132290526
1520525768591781746,-0.0978295886,0.0021149816,0.5444223218,0.8747384545,0.4703852181,0.0318800804,-0.1120448273
1520525768600115746,-0.0978759098,0.0027264834,0.5444312772,0.8738365069,0.4724809460,0.0322104729,-0.1101544389
1520525768608448746,-0.0977809878,0.0030851656,0.5445624503,0.8734605097,0.4735023775,0.0312103834,-0.1090327865
1520525768616781746,-0.0977921389,0.0027795765,0.5448909153,0.8740347343,0.4726741335,0.0299143285,-0.1083862525
1520525768625115746,-0.0979156023,0.0034415290,0.5449451094,0.8731497258,0.4746100605,0.0301873537,-0.1069746254
1520525768633448746,-0.0978970774,0.0038858425,0.5450164734,0.8726942809,0.4757154791,0.0293853552,-0.1059998867
1520525768641782746,-0.0979016484,0.0041760932,0.5451456019,0.8724570377,0.4764260362,0.0288272013,-0.1049092077
1520525768650115746,-0.0979226793,0.0044074107,0.5452969812,0.8722583116,0.4770009988,0.0281474692,-0.1041307106
1520525768658448746,-0.0979018252,0.0048253634,0.5454273122,0.8718875830,0.4779147779,0.0274378779,-0.1032311512
1520525768666782746,-0.0979754176,0.0052482015,0.5454726473,0.8714861108,0.4787738276,0.0265520026,-0.1028716276
1520525768675115746,-0.0979356195,0.0056532134,0.5454829619,0.8710333663,0.4798418183,0.0257925742,-0.1019188269
1520525768683448746,-0.0979665668,0.0061601725,0.5455735283,0.8705540147,0.4808874154,0.0251178835,-0.1012526202
1520525768691781746,-0.0980641898,0.0063926540,0.5457575561,0.8705300846,0.4811398242,0.0249353598,-0.1002998959
1520525768700115746,-0.0980652228,0.0064795178,0.5459034855,0.8706084096,0.4812105742,0.0248728268,-0.0992911018
1520525768708448746,-0.0982581582,0.0065377165,0.5461146606,0.8709518562,0.4807612475,0.0250630052,-0.0984039272
1520525768716781746,-0.0983131235,0.0068715205,0.5462904451,0.8708295960,0.4811201100,0.0247189793,-0.0978173125
1520525768725115746,-0.0983128413,0.0074855528,0.5462935264,0.8702534707,0.4823261488,0.0241588063,-0.0971428590
1520525768733448746,-0.0982872468,0.0077001202,0.5465189007,0.8704442863,0.4821051878,0.0235354437,-0.0966820313
1520525768741781746,-0.0982436372,0.0077766789,0.5466766663,0.8705972966,0.4820019944,0.0231443278,-0.0959101902
1520525768750115746,-0.0982889899,0.0083218029,0.5468733378,0.8702323303,0.4828143368,0.0228681907,-0.0952000704
1520525768758448746,-0.0983489235,0.0086346106,0.5469890944,0.8701304702,0.4831412910,0.0226374614,-0.0945251452
1520525768766782746,-0.0984302060,0.0088724633,0.5471384032,0.8702966602,0.4829415782,0.0224422899,-0.0940611443
1520525768775115746,-0.0984835591,0.0093416541,0.5472726531,0.8701263824,0.4833306121,0.0219840464,-0.0937459316
1520525768783448746,-0.0985760966,0.0096289443,0.5474686585,0.8702093965,0.4833287320,0.0219051502,-0.0930005780
1520525768791782746,-0.0986415273,0.0100496712,0.5475606674,0.8699745305,0.4838819615,0.0219067915,-0.0923182330
1520525768800115746,-0.0987281248,0.0103502177,0.5477502306,0.8700615525,0.4838208918,0.0217611227,-0.0918514727
1520525768808448746,-0.0988879480,0.0106828334,0.5479210501,0.8700908328,0.4838345575,0.0217848792,-0.0914958070
1520525768816781746,-0.0989790998,0.0110739763,0.5481830166,0.8701413949,0.4838698102,0.0216311682,-0.0908628212
1520525768825115746,-0.0989976974,0.0112045841,0.5484030114,0.8704925735,0.4833601896,0.0215851339,-0.0902202230
1520525768833448746,-0.0990608911,0.0114202994,0.5486511592,0.8708074487,0.4828840280,0.0213050567,-0.0897969785
1520525768841781746,-0.0992126795,0.0118915722,0.5488383419,0.8708350921,0.4829095448,0.0213350975,-0.0893835977
1520525768850115746,-0.0993040995,0.0122345525,0.5490847824,0.8709962066,0.4827066989,0.0212059955,-0.0889390614
1520525768858448746,-0.0994029361,0.0125439189,0.5493601993,0.8712638731,0.4823379793,0.0210991760,-0.0883411676
1520525768866781746,-0.0994649639,0.0128652711,0.5496708451,0.8713782231,0.4822372939,0.0209738674,-0.0877911247
1520525768875115746,-0.0995443341,0.0132876464,0.5499644117,0.8714819280,0.4822485832,0.0210105686,-0.0866839618
1520525768883448746,-0.0999837409,0.0130492951,0.5504167968,0.8725820035,0.4804551581,0.0228591717,-0.0850937509
1520525768891782746,-0.1000722650,0.0134072839,0.5507397202,0.8728607829,0.4800789143,0.0226765020,-0.0844041816
1520525768900115746,-0.1001505868,0.0136652543,0.5511272356,0.8731374727,0.4796714324,0.0223415042,-0.0839471735
1520525768908448746,-0.0999231992,0.0144392271,0.5512700335,0.8729537485,0.4800805663,0.0204718628,-0.0839958667
1520525768916782746,-0.1000998363,0.0150122145,0.5516055231,0.8729329424,0.4803043162,0.0207831433,-0.0828486743
1520525768925115746,-0.1003313782,0.0153720841,0.5519207475,0.8730046917,0.4802377430,0.0204808073,-0.0825533461
1520525768933448746,-0.1004321063,0.0158962164,0.5523087214,0.8731986661,0.4800872358,0.0206856104,-0.0813169174
1520525768941781746,-0.1005929059,0.0162620466,0.5527224533,0.8736030280,0.4795052540,0.0203306407,-0.0804930182
1520525768950115746,-0.1010491450,0.0162314868,0.5532586973,0.8744945865,0.4780389314,0.0216099069,-0.0791897098
1520525768958448746,-0.1011784187,0.0165241022,0.5537448379,0.8749298637,0.4773262247,0.0211372472,-0.0788075224
1520525768966781746,-0.1013665157,0.0168887296,0.5542017908,0.8753004498,0.4767554708,0.0204551311,-0.0783258017
1520525768975115746,-0.1012038174,0.0181360710,0.5543563548,0.8744989361,0.4784062266,0.0191647334,-0.0775358367
1520525768983448746,-0.1013820496,0.0184862984,0.5548223097,0.8748231782,0.4779144096,0.0187981314,-0.0769990532
1520525768991781746,-0.1018074872,0.0190326374,0.5551807313,0.8748106478,0.4778545022,0.0185253092,-0.0775771756
1520525769000115746,-0.1017969060,0.0192299506,0.5558753883,0.8755477694,0.4767797433,0.0182723458,-0.0759164097
1520525769008448746,-0.1020442635,0.0193796066,0.5564281521,0.8764108790,0.4753322936,0.0184365451,-0.0749885035
1520525769016782746,-0.1021992684,0.0196217805,0.5568675572,0.8767433308,0.4748182505,0.0176348666,-0.0745504687
1520525769025115746,-0.1024992697,0.0196055119,0.5575641248,0.8776796274,0.4733206944,0.0186771038,-0.0727815748
1520525769033448746,-0.1025463979,0.0200865685,0.5580017959,0.8778944285,0.4730080878,0.0172032385,-0.0725862929
1520525769041782746,-0.1027184442,0.0211065464,0.5583617367,0.8774335776,0.4740057261,0.0167788261,-0.0717451007
1520525769050115746,-0.1027603237,0.0213190932,0.5590340096,0.8779722982,0.4731622727,0.0156946424,-0.0709632693
1520525769058448746,-0.1030174903,0.0216589047,0.5594227564,0.8783398685,0.4726578854,0.0166606364,-0.0695415129
1520525769066781746,-0.1030740121,0.0221773587,0.5600486154,0.8788090467,0.4720728184,0.0168406539,-0.0675152270
1520525769075115746,-0.1034956225,0.0226519149,0.5605960261,0.8788922630,0.4719225241,0.0165387602,-0.0675573142
1520525769083448746,-0.1033926317,0.0233472181,0.5611899334,0.8790891285,0.4717693157,0.0156134683,-0.0662739499
1520525769091781746,-0.1037925650,0.0235695951,0.5618805768,0.8795059133,0.4710726606,0.0151615281,-0.0658029250
1520525769100115746,-0.1038051933,0.0239798568,0.5622991409,0.8799854915,0.4703831619,0.0161499133,-0.0640655602
1520525769108448746,-0.1039253378,0.0245054683,0.5630506841,0.8805447150,0.4695576135,0.0163883717,-0.0623544206
1520525769116781746,-0.1041494213,0.0249238727,0.5638205915,0.8810757088,0.4686670318,0.0164527895,-0.0615314089
1520525769125115746,-0.1045281259,0.0252275801,0.5643491013,0.8814599928,0.4680212242,0.0169309505,-0.0608091912
1520525769133448746,-0.1044332840,0.0255691466,0.5652364166,0.8820012605,0.4671542277,0.0155483146,-0.0599912827
1520525769141782746,-0.1046047232,0.0261554450,0.5657513599,0.8821176049,0.4670069676,0.0162722003,-0.0592303878
1520525769150115746,-0.1047762859,0.0267719265,0.5663984714,0.8824378971,0.4665151637,0.0164625943,-0.0582747172
1520525769158448746,-0.1052539090,0.0271703657,0.5670831706,0.8825556404,0.4662559353,0.0158439260,-0.0587359724
1520525769166782746,-0.1053372284,0.0273314681,0.5676563741,0.8831520815,0.4651501872,0.0163766720,-0.0583910000
1520525769175115746,-0.1057585521,0.0280380292,0.5683966428,0.8831549490,0.4651220368,0.0155838700,-0.0587874989
1520525769183448746,-0.1063050772,0.0281192993,0.5690519342,0.8839894253,0.4634675094,0.0163697508,-0.0590981801
1520525769191781746,-0.1066980944,0.0287001572,0.5693648800,0.8839516737,0.4635229998,0.0178989613,-0.0587834535
1520525769200115746,-0.1068734859,0.0290339112,0.5698729561,0.8841436577,0.4630938180,0.0170511666,-0.0595261794
1520525769208448746,-0.1074826120,0.0293441816,0.5704571878,0.8843060958,0.4627285835,0.0169401894,-0.0599834721
1520525769216781746,-0.1077064763,0.0296935657,0.5710057826,0.8843733482,0.4625856206,0.0164299746,-0.0602360405
1520525769225115746,-0.1080352121,0.0299870137,0.5712867301,0.8846271436,0.4621087251,0.0177907638,-0.0597815327
1520525769233448746,-0.1083021091,0.0302594407,0.5718755169,0.8850774347,0.4612931303,0.0177839080,-0.0594164556
1520525769241781746,-0.1087461659,0.0298240146,0.5724594175,0.8858946518,0.4595985582,0.0167308477,-0.0606622617
1520525769250115746,-0.1094405552,0.0302251126,0.5727879756,0.8858891850,0.4595919487,0.0179793461,-0.0604345567
1520525769258448746,-0.1096943315,0.0307847148,0.5731549522,0.8854854365,0.4603931516,0.0174978140,-0.0603946537
1520525769266782746,-0.1098941733,0.0313086645,0.5732244711,0.8851200511,0.4611053020,0.0182665039,-0.0600893535
1520525769275115746,-0.1100153146,0.0314983240,0.5736757050,0.8853434376,0.4607536048,0.0180598093,-0.0595563294
1520525769283448746,-0.1103696427,0.0309641938,0.5741958227,0.8860072477,0.4593964488,0.0170605769,-0.0604565673
1520525769291782746,-0.1108054804,0.0314590495,0.5743928800,0.8856235043,0.4600898086,0.0168251608,-0.0608710982
1520525769300115746,-0.1109917000,0.0314304427,0.5747182675,0.8857763655,0.4598244561,0.0171127641,-0.0605710594
1520525769308448746,-0.1111928112,0.0316341932,0.5749873001,0.8856457243,0.4600573630,0.0168606335,-0.0607831617
1520525769316781746,-0.1114056058,0.0319005464,0.5751747724,0.8853741205,0.4605818955,0.0174121619,-0.0606118882
1520525769325115746,-0.1118085448,0.0322352778,0.5754481244,0.8848277977,0.4616222110,0.0181115782,-0.0604704341
1520525769333448746,-0.1120752213,0.0324746808,0.5756533410,0.8845057300,0.4622162195,0.0185607662,-0.0605084949
1520525769341781746,-0.1123533517,0.0323465523,0.5759595403,0.8846339369,0.4620060511,0.0198886953,-0.0598134286
1520525769350115746,-0.1123621323,0.0326097443,0.5760368543,0.8843177178,0.4626273417,0.0210412553,-0.0592906586
1520525769358448746,-0.1122974986,0.0327529126,0.5764045697,0.8842189858,0.4629181299,0.0215604736,-0.0582986810
1520525769366781746,-0.1127338824,0.0329744324,0.5765285362,0.8836616799,0.4639095258,0.0226189761,-0.0584668222
1520525769375115746,-0.1126612237,0.0332444775,0.5769957148,0.8835318197,0.4642577462,0.0228683115,-0.0575613502
1520525769383448746,-0.1127602316,0.0333694381,0.5772182679,0.8829393110,0.4653628688,0.0220814032,-0.0580343440
1520525769391782746,-0.1126616880,0.0333338407,0.5776145826,0.8829981819,0.4653340654,0.0226384286,-0.0571482269
1520525769400115746,-0.1124065361,0.0334889285,0.5778944625,0.8826412225,0.4660655096,0.0221226114,-0.0569034545
1520525769408448746,-0.1122555372,0.0335661996,0.5781803850,0.8822860750,0.4667894790,0.0220893001,-0.0564882901
1520525769416782746,-0.1120591878,0.0338269980,0.5783404240,0.8818996857,0.4675999359,0.0231875155,-0.0553677112
1520525769425115746,-0.1118514402,0.0338615143,0.5785791918,0.8815422805,0.4683563479,0.0232544004,-0.0546330667
1520525769433448746,-0.1115583364,0.0338081991,0.5789763070,0.8813545541,0.4688120314,0.0218253067,-0.0543422971
1520525769441781746,-0.1114256637,0.0340293318,0.5792774328,0.8808630528,0.4698429256,0.0222170339,-0.0532382469
1520525769450115746,-0.1111047095,0.0340848126,0.5794616047,0.8807330906,0.4701909255,0.0218804178,-0.0524496341
1520525769458448746,-0.1107785052,0.0341168903,0.5796599665,0.8805153139,0.4707067467,0.0216055200,-0.0515862589
1520525769466781746,-0.1099052434,0.0341998667,0.5796841770,0.8801980661,0.4714406261,0.0197221101,-0.0510503572
1520525769475115746,-0.1099975939,0.0347275908,0.5797038715,0.8794571032,0.4728935402,0.0214714894,-0.0496576121
1520525769483448746,-0.1096252895,0.0346604400,0.5798934625,0.8794794966,0.4729704431,0.0212126109,-0.0486292112
1520525769491781746,-0.1091973871,0.0344656894,0.5802343852,0.8796511357,0.4727886612,0.0198546369,-0.0478597396
1520525769500115746,-0.1086273798,0.0340362382,0.5805244148,0.8800684819,0.4721222210,0.0196350238,-0.0468459340
1520525769508448746,-0.1080853270,0.0340859539,0.5806352138,0.8800748587,0.4722174596,0.0192220153,-0.0459285105
1520525769516782746,-0.1076003083,0.0338219047,0.5809931320,0.8803659403,0.4717889289,0.0194096265,-0.0446574081
1520525769525115746,-0.1072927193,0.0338159950,0.5811408997,0.8803233192,0.4719410968,0.0193394864,-0.0439139954
1520525769533448746,-0.1069781163,0.0338064626,0.5812981912,0.8802736873,0.4720716799,0.0207229913,-0.0428616637
1520525769541782746,-0.1063385534,0.0335703806,0.5817236701,0.8805838952,0.4716290405,0.0210999223,-0.0411441978
1520525769550115746,-0.1064056583,0.0332716889,0.5821349133,0.8805384095,0.4716875432,0.0206479007,-0.0416729547
1520525769558448746,-0.1058304231,0.0329693856,0.5825061092,0.8808966267,0.4710591469,0.0200694234,-0.0414925469
1520525769566781746,-0.1057607559,0.0328202893,0.5828306500,0.8808275880,0.4712125810,0.0207360991,-0.0408837126
1520525769575115746,-0.1056106821,0.0323807005,0.5832780941,0.8812567448,0.4704181843,0.0210335374,-0.0406309238
1520525769583448746,-0.1055632413,0.0319424366,0.5836796330,0.8818535579,0.4692907023,0.0213893909,-0.0405343454
1520525769591781746,-0.1050279890,0.0313533533,0.5840210799,0.8824929590,0.4681128213,0.0206191199,-0.0406376156
1520525769600115746,-0.1047416868,0.0308445108,0.5842983412,0.8829739928,0.4672196185,0.0201282162,-0.0407137698
1520525769608448746,-0.1045450699,0.0303730350,0.5846757510,0.8834013635,0.4664094373,0.0199405898,-0.0408245110
1520525769616781746,-0.1043453686,0.0299533934,0.5849286508,0.8837497050,0.4657668375,0.0194124295,-0.0408762710
1520525769625115746,-0.1042014319,0.0294646639,0.5851998518,0.8841706763,0.4649761606,0.0190989117,-0.0409220819
1520525769633448746,-0.1040313939,0.0287827164,0.5854822048,0.8848044467,0.4637796621,0.0182122859,-0.0412047175
1520525769641782746,-0.1039265869,0.0282216886,0.5856864480,0.8851745497,0.4630813565,0.0178036948,-0.0412880400
1520525769650115746,-0.1038575726,0.0276659538,0.5858708072,0.8854850651,0.4624907389,0.0175679174,-0.0413507464
1520525769658448746,-0.1038510487,0.0271892895,0.5859621015,0.8856999043,0.4620759795,0.0170638425,-0.0415968026
1520525769666782746,-0.1037107130,0.0262840136,0.5860755480,0.8863700635,0.4608190307,0.0170433906,-0.0412729247
1520525769675115746,-0.1035973266,0.0256085900,0.5860969601,0.8866462140,0.4602982369,0.0169426111,-0.0411943227
1520525769683448746,-0.1034858709,0.0249383931,0.5860916918,0.8870219709,0.4595914863,0.0167986376,-0.0410547764
1520525769691781746,-0.1031760209,0.0244487541,0.5858670066,0.8871062276,0.4594822620,0.0178553381,-0.0399972347
1520525769700115746,-0.1030817355,0.0235380121,0.5857015575,0.8874548309,0.4587966516,0.0164943570,-0.0407123053
1520525769708448746,-0.1028250755,0.0230312500,0.5853584596,0.8874234928,0.4588888371,0.0167504300,-0.0402492561
1520525769716781746,-0.1024562523,0.0224182132,0.5850574900,0.8874763834,0.4588393104,0.0167135207,-0.0396587246
1520525769725115746,-0.1017667933,0.0220029758,0.5846200768,0.8874040781,0.4591131205,0.0179713541,-0.0374990032
1520525769733448746,-0.1014292978,0.0213344687,0.5841556364,0.8873098891,0.4592992720,0.0178424672,-0.0375098103
